SITE_ID,SAMPLE_ID,SAMPLE_VERSION,REPLICATE_CODE,SAMPLE_DATE,SAMPLE_TYPE_DESCRIPTION,SAMPLE_METHOD_DESCRIPTION,SAMPLE_REASON,ANALYSIS_ID,DATE_OF_ANALYSIS,ANALYSIS_TYPE_DESCRIPTION,ANALYSIS_METHOD_DESCRIPTION,BMWP_N_TAXA,BMWP_TOTAL,BMWP_ASPT,CCI_N_TAXA,CCI_CS_TOTAL,CCI_ASPT,CSmax_CoS,BMWP_CoS,CCI_CoS,CCI,DEHLI_N_TAXA,DIS_TOTAL,DEHLI,EPSI_ML_S_GRP,EPSI_ML_ALL_GRP,EPSI_MIXED_LEVEL_SCORE,EPSI_S_GRP,EPSI_ALL_GRP,EPSI_FAMILY_SCORE,LIFE_N_TAXA,LIFE_SCORES_TOTAL,LIFE_FAMILY_INDEX,PSI_ML_AB,PSI_ML_ABCD,PSI_MIXED_LEVEL_SCORE,PSI_AB,PSI_ABCD,PSI_FAMILY_SCORE,WHPT_N_TAXA,WHPT_TOTAL,WHPT_ASPT,WHPT_NW_N_TAXA,WHPT_NW_TOTAL,WHPT_NW_ASPT,IS_THIRD_PARTY_DATA,LIFE_SPECIES_N_TAXA,LIFE_SPECIES_SCORES_TOTAL,LIFE_SPECIES_INDEX
159293,638140,1,,30/05/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,627201,31/05/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,90,4,27,49,2,5,3,5,9,17,68,4,2,15,10,1,9,11,21,121,6,3,63,5,4,44,9,25,96,4,25,102,4,No,30,175,6
159293,639231,1,,27/07/2012,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: WATER FRAMEWORK DIRECTIVE: Operational monitoring,628345,03/08/2012,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,74,4,22,30,1,3,3,3,4,15,59,4,2,15,10,1,11,12,20,109,5,3,64,5,5,52,10,22,70,3,22,79,4,No,29,165,6
159293,658888,1,,07/05/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: WATER FRAMEWORK DIRECTIVE: Operational monitoring,655432,30/09/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),14,52,4,16,19,1,1,3,3,4,13,54,4,,7,0,,5,0,13,72,6,,34,0,1,31,3,17,57,3,17,62,4,No,17,100,6
159293,674937,1,,09/10/2013,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: WATER FRAMEWORK DIRECTIVE: Operational monitoring,663095,12/12/2013,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),26,115,4,34,55,2,7,5,7,11,24,99,4,2,15,10,3,11,26,25,140,6,5,76,7,7,55,13,30,121,4,30,128,4,No,38,214,6
159293,686910,1,,11/03/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,674573,19/03/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),25,110,4,35,60,2,5,5,5,9,23,99,4,5,20,24,3,11,25,26,151,6,7,82,9,11,59,19,30,114,4,30,121,4,No,39,230,6
159293,699603,1,,10/09/2014,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,685459,21/10/2014,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),27,122,5,43,74,2,5,5,5,9,26,111,4,4,21,17,3,13,25,28,163,6,7,90,8,10,61,16,31,123,4,31,126,4,No,45,262,6
159293,710709,1,,04/03/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,724883,20/02/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),18,84,5,22,43,2,5,3,5,10,15,65,4,7,13,49,4,7,49,17,109,6,14,45,31,12,36,33,21,86,4,21,90,4,No,24,152,6
159293,724570,1,,08/09/2015,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,713678,08/09/2015,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),23,96,4,31,52,2,5,3,5,8,20,64,3,1,15,3,2,10,20,23,127,6,1,68,1,5,50,10,26,97,4,26,104,4,No,33,178,5
159293,738208,1,,11/04/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: WATER FRAMEWORK DIRECTIVE: Operational monitoring,727662,13/04/2016,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),20,87,4,22,28,1,1,3,3,4,16,74,5,4,14,26,2,7,30,19,114,6,7,57,12,9,44,20,22,90,4,22,96,4,No,26,154,6
159293,746978,1,,05/10/2016,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,738716,03/02/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),13,47,4,18,44,2,7,1,7,17,10,34,3,4,10,37,2,6,27,13,77,6,5,48,10,7,37,19,16,58,4,16,60,4,No,21,122,6
159293,755499,1,,03/05/2017,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,747669,12/09/2017,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,92,4,24,36,2,7,3,7,11,15,56,4,2,9,17,2,7,27,20,120,6,3,50,6,8,42,19,22,82,4,22,87,4,No,25,145,6
159293,770495,1,,09/05/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,783340,21/02/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),12,47,4,11,18,2,5,1,5,8,9,41,5,1,4,13,,3,0,11,64,6,1,26,4,2,23,9,14,50,4,14,53,4,No,13,76,6
159293,787258,1,,09/11/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,783591,28/02/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),21,91,4,17,27,2,5,3,5,8,17,59,3,,7,0,3,7,38,20,118,6,,42,0,8,36,22,23,90,4,23,89,4,No,21,120,6
159293,792268,1,,25/03/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",National: CAMS Environmental weighting - Water Resources strategic needs,788282,23/05/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),15,65,4,18,28,2,5,3,5,8,11,40,4,1,6,9,2,6,35,14,84,6,1,44,2,7,33,21,18,72,4,18,72,4,No,19,109,6
191611,770498,1,,09/05/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: HABITAT ENHANCEMENT ASSESSMENT,786471,08/04/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),7,26,4,3,3,1,1,1,1,1,6,13,2,,0,0,,1,0,5,30,6,,9,0,,9,0,8,32,4,8,34,4,No,5,30,6
191611,793499,1,,11/04/2019,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: HABITAT ENHANCEMENT ASSESSMENT,786652,12/04/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),8,36,5,4,9,2,5,1,5,11,6,11,2,,1,0,,2,0,6,34,6,,12,0,1,13,8,9,35,4,9,39,4,No,6,35,6
191612,770499,1,,09/05/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: HABITAT ENHANCEMENT ASSESSMENT,786540,09/04/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),16,66,4,15,21,1,3,3,3,4,12,36,3,2,5,28,1,3,15,14,84,6,2,31,6,5,28,18,17,64,4,17,68,4,No,16,96,6
191612,787256,1,,09/11/2018,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: HABITAT ENHANCEMENT ASSESSMENT,786722,10/04/2019,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOG ABUNDANCE: Estimate of the log abundance (scale as  BT001),16,69,4,16,26,2,3,3,3,5,17,68,4,1,8,13,2,6,26,18,104,6,1,37,3,7,37,19,22,83,4,22,82,4,No,17,97,6
56089,147573,1,,30/10/1984,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,142780,30/10/1984,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),8,28,4,,,,,,,,5,15,3,,,,,2,0,6,38,6,,3,0,1,13,8,8,28,3,8,27,3,No,,,
56089,148157,1,,06/12/1988,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Historical Code: OTHER Any reason not otherwise defined (contact Lead User),115649,06/12/1988,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),7,22,3,,,,,,,,5,11,2,1,1,100,1,2,26,5,28,6,,3,0,1,14,7,7,22,3,7,24,3,No,,,
56089,148728,1,,13/04/1989,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116354,13/04/1989,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),10,36,4,,,,,,,,9,20,2,,,,,1,0,9,54,6,,2,0,1,16,6,11,42,4,11,41,4,No,,,
56089,172821,1,,16/11/1989,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116194,16/11/1989,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),6,17,3,,,,,,,,5,7,1,,,,,1,0,5,28,6,,2,0,,11,0,7,21,3,7,20,3,No,,,
56089,176751,1,,24/06/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118440,24/06/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),7,22,3,,,,,,,,2,5,3,,,,,2,0,5,27,5,,2,0,,13,0,7,21,3,7,23,3,No,,,
56089,169173,1,,21/10/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,140325,21/10/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),6,21,4,,,,,,,,3,9,3,,,,1,1,52,4,27,7,,3,0,3,11,27,6,19,3,6,20,3,No,,,
56089,150874,1,,17/05/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119018,17/05/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),8,28,4,3,3,1,1,1,1,1,2,3,2,,1,0,,2,0,6,35,6,,10,0,,14,0,8,25,3,8,25,3,No,4,23,6
56089,151078,1,,20/09/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119261,20/09/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),3,6,2,1,1,1,1,1,1,1,1,2,2,,1,0,,0,0,1,5,5,,5,0,,5,0,3,7,2,3,7,2,No,1,5,5
56089,151435,1,,12/05/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119688,12/05/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),5,14,3,1,1,1,1,1,1,1,3,7,2,,1,0,,1,0,3,16,5,,6,0,,10,0,5,14,3,5,15,3,No,1,4,4
56089,170667,1,,21/11/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,143266,21/11/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),13,45,3,3,3,1,1,1,1,1,8,20,3,,1,0,2,4,36,11,67,6,,7,0,3,25,12,13,48,4,13,45,3,No,3,18,6
56089,152405,1,,24/06/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,140513,24/06/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),8,25,3,1,1,1,1,1,1,1,5,18,4,1,1,56,1,3,19,6,35,6,,5,0,1,13,8,8,27,3,8,30,4,No,2,13,7
56089,175295,1,,18/09/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,120972,18/09/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,42,4,7,7,1,1,1,1,1,8,26,3,,4,0,,3,0,11,64,6,,22,0,,22,0,13,44,3,13,45,3,No,12,71,6
56105,148988,1,,26/03/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116672,26/03/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),10,34,3,,,,,,,,6,19,3,,,,,3,0,8,48,6,,3,0,2,19,11,10,33,3,10,33,3,No,,,
56105,177282,1,,21/06/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116764,21/06/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),11,39,4,,,,,,,,5,19,4,,,,,2,0,9,56,6,,2,0,2,17,12,11,37,3,11,36,3,No,,,
56105,172874,1,,01/10/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117001,01/10/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,56,4,,,,,,,,9,27,3,,,,1,3,24,13,82,6,,3,0,4,23,17,15,54,4,15,56,4,No,,,
56105,170074,1,,26/03/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117379,26/03/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),13,49,4,,,,,,,,11,33,3,,0,0,,4,0,11,67,6,,2,0,2,24,8,14,54,4,14,53,4,No,,,
56105,175117,1,,04/06/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117616,04/06/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),17,81,5,,,,,,,,15,46,3,,,,,2,0,17,103,6,,,,1,20,5,18,75,4,18,73,4,No,,,
56105,168351,1,,24/10/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118068,24/10/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),12,46,4,,,,,,,,8,21,3,,,,1,2,34,10,63,6,,2,0,4,19,21,12,40,3,12,40,3,No,,,
56105,150403,1,,24/06/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118441,24/06/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),14,52,4,,,,,,,,11,36,3,,,,,3,0,12,72,6,,2,0,2,22,9,14,48,3,14,48,3,No,,,
56105,173001,1,,21/10/1992,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118713,21/10/1992,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),14,53,4,,,,,,,,10,27,3,,,,,2,0,12,72,6,,3,0,1,24,4,14,47,3,14,47,3,No,,,
56105,177142,1,,21/04/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,118956,21/04/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,53,4,10,10,1,1,3,3,3,11,29,3,1,5,19,,5,0,14,82,6,2,24,8,2,31,6,17,62,4,17,61,4,No,11,66,6
56105,151079,1,,20/09/1993,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,141817,20/09/1993,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),16,57,4,12,16,1,3,3,3,4,10,25,3,,7,0,1,5,16,14,81,6,,33,0,2,29,7,16,54,3,16,55,3,No,15,86,6
56105,177355,1,,12/05/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,119689,12/05/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,60,4,4,5,1,1,3,3,4,12,40,3,,1,0,,4,0,15,88,6,,14,0,2,29,7,16,62,4,16,62,4,No,7,42,6
56105,151779,1,,21/11/1994,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,120123,21/11/1994,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),13,45,3,3,3,1,1,1,1,1,8,20,3,,1,0,2,4,36,11,67,6,,7,0,3,25,12,13,48,4,13,45,3,No,3,18,6
56105,168446,1,,24/06/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,120914,24/06/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),17,64,4,4,5,1,1,3,3,4,11,35,3,,1,0,,3,0,15,88,6,,8,0,1,27,4,17,57,3,17,58,3,No,4,23,6
56105,152452,1,,18/09/1996,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,120973,18/09/1996,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),20,78,4,15,20,1,3,3,3,4,13,40,3,,5,0,,4,0,19,111,6,,38,0,,33,0,21,74,4,21,72,3,No,20,119,6
56105,153114,1,,10/12/1997,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,121813,10/12/1997,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,57,4,11,17,2,3,3,3,5,8,26,3,,5,0,,3,0,14,79,6,,29,0,,27,0,15,51,3,15,50,3,No,14,81,6
56425,147791,1,,04/11/1985,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,115238,04/11/1985,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),22,94,4,,,,,,,,16,65,4,1,1,100,3,7,45,20,131,7,,2,0,9,33,27,22,93,4,22,94,4,No,,,
56425,172773,1,,24/04/1987,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,115537,24/04/1987,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),13,41,3,,,,,,,,9,29,3,,,,,2,0,11,66,6,,2,0,,18,0,13,48,4,13,45,3,No,,,
56425,170333,1,,29/07/1987,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,115621,29/07/1987,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),15,55,4,,,,,,,,10,29,3,,,,,3,0,13,80,6,,2,0,1,21,5,15,57,4,15,54,4,No,1,8,8
56425,170352,1,,22/06/1989,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,140071,22/06/1989,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),9,34,4,,,,,,,,8,18,2,,,,,2,0,8,47,6,,2,0,,16,0,9,38,4,9,36,4,No,,,
56425,148688,1,,21/11/1989,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,142902,21/11/1989,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),7,23,3,,,,,,,,5,14,3,1,1,100,1,1,40,6,36,6,,,,1,10,10,7,25,4,7,24,3,No,,,
56425,148882,1,,22/03/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116541,22/03/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),14,60,4,,,,,,,,12,41,3,,,,1,3,16,12,72,6,,2,0,1,21,5,15,62,4,15,62,4,No,,,
56425,149138,1,,09/07/1990,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,116861,09/07/1990,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),11,39,4,,,,,,,,8,22,3,,,,1,3,17,9,53,6,,3,0,1,20,5,11,41,4,11,42,4,No,,,
56425,149582,1,,09/04/1991,FRESHWATER: INVERTEBRATE All macroinvertebrate samples,"3-MIN POND NET (BT001): 3-min active sampling, 1-min hand search as per BT001",Local: ROUTINE - Any sample collected regularly for 'local' monitoring purposes,117429,09/04/1991,LABORATORY PRIMARY: Analysed in laboratory by primary analyst,LOCAL ABUNDANCE: Estimate of abundance (locally defined scale),18,77,4,,,,,,,,13,53,4,,,,1,4,13,16,95,6,,2,0,2,24,8,18,73,4,18,74,4,No,,,
